Afghanistan,Bahrain,Bangladesh,Canada,China,Egypt,Emirates,France,Germany,India,Indonesia,Iran,Iraq,Italy,Japan,Jordan,Kazakhstan,Kuwait,Lebanon,Libya,Malaysia,Mauritania,Morocco,Nigeria,North Korea,Norway,Oman,Pakistan,Palestine,Philippines,Qatar,Russia,Saudi Arabia,South Korea,Spain,Sudan,Sweden,Syria,Tunisia,Turkey,United Kingdom,United States,Yemen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maraj as suban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mashi,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masliyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maslum,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masturah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauqaq,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mawan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mazraat sultanah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecca,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minwa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mishash jurud,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mishlah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mizhirah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mubayid,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mudaysis,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mughayra,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhayriqah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulayh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulayjah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Munifah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musiddah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muwayh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naajan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nabwan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nafi,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Najmah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Najran,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimran,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nita,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nubayha,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaisumah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qana,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaraqir,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaryah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaryat as sufla,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatif,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaysumat fayhan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qina,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiya,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qusaiba,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qusayr matruk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qusayriyat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabegh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radwan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafhah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raghadan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raghwah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahman,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rakk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramadha,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramdah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramlan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raudhah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rawdat al hisu,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rawdat habbas,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rawdat qiradan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayyis,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ri harshah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ri taqrib,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Righlah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riyadh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rufai al luhayb,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruwayghib,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabya,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadiliyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadus,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saih,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sair,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sajir,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakaka,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakakah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salam,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salasil,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salbukh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salwah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samakh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samitah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarra,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sayhat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sayyabah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seir,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaaibah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaar,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shagra,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shajwa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharafa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shararah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shari,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shariyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharqa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shawyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shifiyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shumran,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuqayri,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sihmah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suaydan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sultanah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suq ayban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwayr,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tabah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tabalah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tabarjal,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taif,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taimah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talhah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamrah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanim,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanumah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thadig,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thadij,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thaj,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thurayban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tibrak,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timriyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumayr,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turaba,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turabah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turaifa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuwarin,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuwayyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uaywij,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukadh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umair,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm ad diyan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm al hamam,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm al iyal,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm al jamajim,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm al qulban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm athlah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm dharb,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm ghawr,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm hazm,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm ishar,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm kharaq,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm qulayb,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm radamah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm rubayah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm rujum,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm sarahah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umm sudayrah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unaizah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uqlat ibn dani,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urayirah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urayja,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uthaythiyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasit,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yanbual bahr,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zabyah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahwah,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zibala,,,,,,,,,,